event_id,case_id,scenario,episode_id_gt,microflow_gt,timestamp,actor_type,actor_role,intent,action_type,capability,tool_name,object_type,handoff_from,handoff_to,status,retry_count,prev_event_id
da9fa6de-d9ac-4f61-b7df-d5bc599c7bfc,C000000,S3_quality_abnormality,C000000_E01,MW02,2026-01-01T08:05:32,agent,maintenance,coordinate_evidence,work,RequestSpecialistEvidence,RequestSpecialistEvidence,OperationalCase,,,success,0,48ae2e61-39c1-4cd2-8200-bf182ca9c1ef
893d649e-345d-4cee-a1b0-f8d1bcca4a14,C000000,S3_quality_abnormality,C000000_E01,MW02,2026-01-01T08:05:57,agent,maintenance,synthesize_evidence,outcome,BuildRootCauseEvidencePackage,BuildRootCauseEvidencePackage,OperationalCase,,,success,0,da9fa6de-d9ac-4f61-b7df-d5bc599c7bfc
b0bd5a80-52ef-498f-9cfe-cac4615fc865,C000000,S3_quality_abnormality,C000000_E02,MW03,2026-01-01T08:06:28,human,specialist,assess_quality_impact,work,IdentifyAffectedWIP,QMS.relatedWIP,QualityIssue,,,success,0,893d649e-345d-4cee-a1b0-f8d1bcca4a14
e97f5898-cd78-43aa-864e-e1481291445a,C000000,S3_quality_abnormality,C000000_E02,MW03,2026-01-01T08:06:47,agent,quality,assess_quality_impact,work,GetInspectionResults,QMS.results,QualityIssue,,,success,0,b0bd5a80-52ef-498f-9cfe-cac4615fc865
d14283d6-a185-4fb4-a081-aafbdeff09fb,C000000,S3_quality_abnormality,C000000_E02,MW03,2026-01-01T08:07:45,agent,quality,assess_quality_impact,work,GetQualitySpecification,PLM.qualitySpec,QualityIssue,,,success,0,e97f5898-cd78-43aa-864e-e1481291445a
a818de85-24cc-4a56-8f72-26b94b381b75,C000000,S3_quality_abnormality,C000000_E02,MW03,2026-01-01T08:08:39,agent,quality,assess_quality_impact,outcome,ClassifyQualityRisk,ClassifyQualityRisk,QualityIssue,,,success,0,d14283d6-a185-4fb4-a081-aafbdeff09fb
881e4447-de85-4892-a7e8-493f451381b8,C000000,S3_quality_abnormality,C000000_E03,MW04,2026-01-01T08:08:53,agent,production,assess_production_impact,work,IdentifyAffectedResource,IdentifyAffectedResource,OperationalCase,,,success,0,a818de85-24cc-4a56-8f72-26b94b381b75
3bed7e1a-6882-4c76-8bf8-4c58803045c4,C000000,S3_quality_abnormality,C000000_E03,MW04,2026-01-01T08:09:47,agent,production,assess_production_impact,work,RetrieveActiveOrders,SAP.productionOrders,ProductionOrder,,,success,0,881e4447-de85-4892-a7e8-493f451381b8
f5d4d034-e9c3-4163-85c3-de1a195454d7,C000000,S3_quality_abnormality,C000000_E03,MW04,2026-01-01T08:10:15,agent,planning,assess_production_impact,work,RetrieveSchedule,MES.currentSchedule,ProductionOrder,,,success,0,3bed7e1a-6882-4c76-8bf8-4c58803045c4
2c874b7a-cfed-4d9e-bba8-2860cec9665f,C000000,S3_quality_abnormality,C000000_E03,MW04,2026-01-01T08:10:47,human,specialist,assess_production_impact,work,EvaluateCapacityLoss,PlanningAgent.capacityLoss,Machine,,,success,0,f5d4d034-e9c3-4163-85c3-de1a195454d7
460c2e65-6d0b-4643-b311-a6668dc7b959,C000000,S3_quality_abnormality,C000000_E03,MW04,2026-01-01T08:11:05,agent,planning,assess_production_impact,outcome,IdentifyAffectedOrders,IdentifyAffectedOrders,ProductionOrder,,,success,0,2c874b7a-cfed-4d9e-bba8-2860cec9665f
79e16925-27bb-4db6-ad81-f03a35d24aa4,C000000,S3_quality_abnormality,C000000_E04,MW06,2026-01-01T08:11:46,human,specialist,design_recovery,work,GenerateRecoveryOptions,GenerateRecoveryOptions,OperationalCase,,,success,0,460c2e65-6d0b-4643-b311-a6668dc7b959
c4816027-c1b6-4de2-ad62-83639e8b2d5b,C000000,S3_quality_abnormality,C000000_E04,MW06,2026-01-01T08:12:31,agent,planning,design_recovery,work,CheckAlternateCapacity,PlanningAgent.altCapacity,Machine,,,success,0,79e16925-27bb-4db6-ad81-f03a35d24aa4
a297117a-146d-4647-8843-a021f44ad6e6,C000000,S3_quality_abnormality,C000000_E04,MW06,2026-01-01T08:12:55,agent,production,design_recovery,outcome,RecommendRecoveryPlan,RecommendRecoveryPlan,OperationalCase,,,success,0,c4816027-c1b6-4de2-ad62-83639e8b2d5b
cffdc6c1-1714-44a1-bafc-7d8a475724f1,C000000,S3_quality_abnormality,C000000_E05,MW07,2026-01-01T08:13:19,agent,quality,incidental_activity,noise,OpenReferenceDocument,OpenReferenceDocument,Material,,,success,0,a297117a-146d-4647-8843-a021f44ad6e6
ed95556c-bfc3-43ad-a1f8-b6a248ebd276,C000000,S3_quality_abnormality,C000000_E05,MW07,2026-01-01T08:13:42,agent,production,request_approval,work,SubmitRecoveryProposal,SubmitRecoveryProposal,OperationalCase,,,success,0,cffdc6c1-1714-44a1-bafc-7d8a475724f1
c8cb69bc-f76a-4246-9036-e218922d5674,C000000,S3_quality_abnormality,C000000_E05,MW07,2026-01-01T08:14:24,human,supervisor,decide_approval,work,ResolveApprovalDecision,ResolveApprovalDecision,OperationalCase,,,success,0,ed95556c-bfc3-43ad-a1f8-b6a248ebd276
eed49d83-33b1-4959-9e5e-4779beaabc3a,C000000,S3_quality_abnormality,C000000_E05,MW07,2026-01-01T08:15:21,agent,production,finalize_approval,outcome,PublishApprovedPlan,PublishApprovedPlan,OperationalCase,,,success,0,c8cb69bc-f76a-4246-9036-e218922d5674
7d7c964d-01f1-4504-a694-b59e1f8f444b,C000000,S3_quality_abnormality,C000000_E06,MW08,2026-01-01T08:16:14,human,specialist,execute_recovery,work,ExecuteRecoveryAction,MES.executeChange,OperationalCase,,,success,0,eed49d83-33b1-4959-9e5e-4779beaabc3a
f72e3699-eb8c-4d79-9a96-acac0dad6aec,C000000,S3_quality_abnormality,C000000_E06,MW08,2026-01-01T08:16:36,agent,production,verify_recovery,work,MonitorProductionState,MonitorProductionState,OperationalCase,,,success,0,7d7c964d-01f1-4504-a694-b59e1f8f444b
2ceb2518-04dc-4700-98a1-f43e7d7802d0,C000000,S3_quality_abnormality,C000000_E06,MW08,2026-01-01T08:17:07,human,specialist,verify_recovery,work,VerifyRecoveryOutcome,VerifyRecoveryOutcome,OperationalCase,,,success,0,f72e3699-eb8c-4d79-9a96-acac0dad6aec
decce2d7-a123-43d7-8c11-fcbe076a584f,C000000,S3_quality_abnormality,C000000_E06,MW08,2026-01-01T08:17:51,agent,production,close_case,outcome,CloseOperationalEpisode,CloseOperationalEpisode,OperationalCase,,,failed,0,2ceb2518-04dc-4700-98a1-f43e7d7802d0
ba0d727d-17f5-4f88-acfc-f27b9eedfd58,C000000,S3_quality_abnormality,C000000_E06,MW08,2026-01-01T08:18:02,agent,production,close_case,outcome,CloseOperationalEpisode,CloseOperationalEpisode,OperationalCase,,,success,1,decce2d7-a123-43d7-8c11-fcbe076a584f
84177c0e-6d83-483a-9430-6765053e96ad,C000001,S4_delivery_delay,C000001_E00,MW01,2026-01-01T08:03:00,agent,production,understand_abnormality,trigger,ReceiveAbnormalityEvent,ReceiveAbnormalityEvent,OperationalCase,,,success,0,
1d8c9675-3bfd-4638-9187-2051325dbafc,C000001,S4_delivery_delay,C000001_E00,MW01,2026-01-01T08:03:41,agent,production,collect_context,work,GetMachineStatus,MES.machineStatus,Machine,,,success,0,84177c0e-6d83-483a-9430-6765053e96ad
6af906e5-8da3-4cc2-8d71-f637d978ce39,C000001,S4_delivery_delay,C000001_E00,MW01,2026-01-01T08:04:00,agent,production,collect_context,work,GetCurrentProductionOrder,ERP.queryOrder,ProductionOrder,,,success,0,1d8c9675-3bfd-4638-9187-2051325dbafc
78aacf9f-3e27-45b3-ba68-4ab04d8264d7,C000001,S4_delivery_delay,C000001_E00,MW01,2026-01-01T08:04:20,agent,maintenance,collect_context,work,GetRecentAlarm,MES.alarmQuery,Machine,,,success,0,6af906e5-8da3-4cc2-8d71-f637d978ce39
177c0044-cb29-4069-a552-6bde933fe589,C000001,S4_delivery_delay,C000001_E00,MW01,2026-01-01T08:04:39,agent,production,synthesize_context,outcome,BuildOperationalContext,BuildOperationalContext,OperationalCase,,,success,0,78aacf9f-3e27-45b3-ba68-4ab04d8264d7
d35253a3-b4ec-4091-a5e2-8cb861eb019a,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:05:08,agent,production,assess_production_impact,work,IdentifyAffectedResource,IdentifyAffectedResource,OperationalCase,,,success,0,177c0044-cb29-4069-a552-6bde933fe589
a8c100c4-0f12-4b95-b61c-bd4a41ecd69a,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:05:28,agent,production,assess_production_impact,work,RetrieveActiveOrders,ProductionAgent.orders,ProductionOrder,,,success,0,d35253a3-b4ec-4091-a5e2-8cb861eb019a
7c3c3653-71ed-4be8-b442-8c991bcb0fff,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:05:59,agent,planning,assess_production_impact,work,RetrieveSchedule,APS.schedule,ProductionOrder,,,success,0,a8c100c4-0f12-4b95-b61c-bd4a41ecd69a
2af3031e-5386-4116-83c0-b99e49ff694b,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:06:24,agent,planning,assess_production_impact,work,EvaluateCapacityLoss,MES.capacity,Machine,,,success,0,7c3c3653-71ed-4be8-b442-8c991bcb0fff
93dffdc0-ed87-402c-a4ac-db8e1748587f,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:07:05,agent,planning,assess_production_impact,outcome,IdentifyAffectedOrders,IdentifyAffectedOrders,ProductionOrder,,,failed,0,2af3031e-5386-4116-83c0-b99e49ff694b
2a251712-37df-4ec7-8905-90635160e6f2,C000001,S4_delivery_delay,C000001_E01,MW04,2026-01-01T08:07:18,agent,planning,assess_production_impact,outcome,IdentifyAffectedOrders,IdentifyAffectedOrders,ProductionOrder,,,success,1,93dffdc0-ed87-402c-a4ac-db8e1748587f
ba574564-2714-4465-87bc-7dc65e5ca7ba,C000001,S4_delivery_delay,C000001_E02,MW05,2026-01-01T08:07:58,agent,planning,assess_delivery_risk,work,RetrieveCustomerCommitments,CRM.deliveryPromise,ProductionOrder,,,success,0,2a251712-37df-4ec7-8905-90635160e6f2
d39f5e53-c442-4a89-acd2-0d472876afd9,C000001,S4_delivery_delay,C000001_E02,MW05,2026-01-01T08:08:31,human,specialist,assess_delivery_risk,work,EstimateOrderDelay,EstimateOrderDelay,ProductionOrder,,,success,0,ba574564-2714-4465-87bc-7dc65e5ca7ba
1743e564-ca2d-4d60-9594-1aaa16ae64da,C000001,S4_delivery_delay,C000001_E02,MW05,2026-01-01T08:09:02,agent,planning,assess_delivery_risk,outcome,ClassifyDeliveryRisk,ClassifyDeliveryRisk,ProductionOrder,,,success,0,d39f5e53-c442-4a89-acd2-0d472876afd9
cd572514-4691-48e0-8a71-18972885927b,C000001,S4_delivery_delay,C000001_E03,MW06,2026-01-01T08:09:12,human,specialist,design_recovery,work,GenerateRecoveryOptions,GenerateRecoveryOptions,OperationalCase,,,success,0,1743e564-ca2d-4d60-9594-1aaa16ae64da
54d23cb1-d9f8-4e5b-a2fb-e243408a1e85,C000001,S4_delivery_delay,C000001_E03,MW06,2026-01-01T08:09:46,agent,planning,design_recovery,work,CheckAlternateCapacity,APS.altCapacity,Machine,,,success,0,cd572514-4691-48e0-8a71-18972885927b
6263006b-0113-4ff3-ac9f-ac51924c78d5,C000001,S4_delivery_delay,C000001_E03,MW06,2026-01-01T08:10:23,agent,planning,design_recovery,work,EvaluateRecoveryTradeoffs,EvaluateRecoveryTradeoffs,OperationalCase,,,success,0,54d23cb1-d9f8-4e5b-a2fb-e243408a1e85
94ff1bad-628e-4287-a68b-ed6a3dddf42c,C000001,S4_delivery_delay,C000001_E03,MW06,2026-01-01T08:11:19,agent,production,design_recovery,outcome,RecommendRecoveryPlan,RecommendRecoveryPlan,OperationalCase,,,success,0,6263006b-0113-4ff3-ac9f-ac51924c78d5
c60be71d-fa7e-49bf-be6d-be8b57419d95,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:12:15,agent,maintenance,incidental_activity,noise,QueryNonCriticalMetric,QueryNonCriticalMetric,Material,,,success,0,94ff1bad-628e-4287-a68b-ed6a3dddf42c
00eba09f-16d5-497d-ba8f-b6f1e65bf821,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:12:24,agent,production,request_approval,work,SubmitRecoveryProposal,SubmitRecoveryProposal,OperationalCase,,,success,0,c60be71d-fa7e-49bf-be6d-be8b57419d95
effb149f-b645-42da-b5bc-0103180d313f,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:13:04,human,supervisor,review_proposal,work,ReviewRecoveryProposal,ReviewRecoveryProposal,OperationalCase,,,success,0,00eba09f-16d5-497d-ba8f-b6f1e65bf821
acbabbfd-78a2-4ea4-8057-34b5f558800d,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:13:49,human,supervisor,decide_approval,work,ResolveApprovalDecision,ResolveApprovalDecision,OperationalCase,,,failed,0,effb149f-b645-42da-b5bc-0103180d313f
21c5b271-dfb5-47d8-a0c4-c87bc5a87384,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:13:57,human,supervisor,decide_approval,work,ResolveApprovalDecision,ResolveApprovalDecision,OperationalCase,,,success,1,acbabbfd-78a2-4ea4-8057-34b5f558800d
3f381f56-ce29-47c1-bf25-ad379b2d759b,C000001,S4_delivery_delay,C000001_E04,MW07,2026-01-01T08:14:40,agent,production,finalize_approval,outcome,PublishApprovedPlan,PublishApprovedPlan,OperationalCase,,,success,0,21c5b271-dfb5-47d8-a0c4-c87bc5a87384
5971f1cd-4183-484c-8182-51ae587ab9f4,C000001,S4_delivery_delay,C000001_E05,MW08,2026-01-01T08:15:02,agent,production,execute_recovery,work,ExecuteRecoveryAction,ProductionAgent.executePlan,OperationalCase,,,success,0,3f381f56-ce29-47c1-bf25-ad379b2d759b
28897fe1-6492-49b5-9cf4-58bdefa384c0,C000001,S4_delivery_delay,C000001_E05,MW08,2026-01-01T08:15:32,agent,production,verify_recovery,work,MonitorProductionState,MonitorProductionState,OperationalCase,,,success,0,5971f1cd-4183-484c-8182-51ae587ab9f4
5a9c1c18-863b-4867-8b60-a9be84fb3d62,C000001,S4_delivery_delay,C000001_E05,MW08,2026-01-01T08:16:29,agent,production,verify_recovery,work,VerifyRecoveryOutcome,VerifyRecoveryOutcome,OperationalCase,,,success,0,28897fe1-6492-49b5-9cf4-58bdefa384c0
4345ba28-c6a9-44c5-955a-7c1c85701c3b,C000001,S4_delivery_delay,C000001_E05,MW08,2026-01-01T08:17:12,agent,production,close_case,outcome,CloseOperationalEpisode,CloseOperationalEpisode,OperationalCase,,,success,0,5a9c1c18-863b-4867-8b60-a9be84fb3d62
6c775908-2e3c-4cbe-93c9-21c3befa5543,C000002,S2_breakdown_schedule,C000002_E00,MW01,2026-01-01T08:06:00,agent,production,understand_abnormality,trigger,ReceiveAbnormalityEvent,ReceiveAbnormalityEvent,OperationalCase,,,success,0,
a9b566f8-d7a7-473a-a599-55c8f90a1464,C000002,S2_breakdown_schedule,C000002_E00,MW01,2026-01-01T08:06:19,agent,production,collect_context,work,GetMachineStatus,OpsAgent.machineContext,Machine,,,success,0,6c775908-2e3c-4cbe-93c9-21c3befa5543
1731a9b8-b5a7-4acd-9c08-6fbbd465f38a,C000002,S2_breakdown_schedule,C000002_E00,MW01,2026-01-01T08:06:32,agent,maintenance,collect_context,work,GetRecentAlarm,SCADA.recentAlarm,Machine,,,success,0,a9b566f8-d7a7-473a-a599-55c8f90a1464
c0bae3e0-17a5-4a5a-8f80-394d9d39c5c1,C000002,S2_breakdown_schedule,C000002_E00,MW01,2026-01-01T08:07:17,agent,production,collect_context,work,GetCurrentProductionOrder,MES.getWorkOrder,ProductionOrder,,,success,0,1731a9b8-b5a7-4acd-9c08-6fbbd465f38a
13273c00-2519-4bac-96db-b7d93dc0ecaf,C000002,S2_breakdown_schedule,C000002_E00,MW01,2026-01-01T08:07:59,agent,production,synthesize_context,outcome,BuildOperationalContext,BuildOperationalContext,OperationalCase,,,success,0,c0bae3e0-17a5-4a5a-8f80-394d9d39c5c1
9f071c51-35c3-47e1-99de-67ab282f5d14,C000002,S2_breakdown_schedule,C000002_E01,MW02,2026-01-01T08:08:13,agent,maintenance,investigate_cause,work,GetAlarmHistory,Historian.readAlarm,Machine,,,success,0,13273c00-2519-4bac-96db-b7d93dc0ecaf
9c275f14-0422-4ecf-a56f-4bbaee3ee898,C000002,S2_breakdown_schedule,C000002_E01,MW02,2026-01-01T08:08:55,agent,maintenance,investigate_cause,work,GetMaintenanceHistory,MaintenanceAgent.workHistory,MaintenanceRequest,,,success,0,9f071c51-35c3-47e1-99de-67ab282f5d14
ba7d5889-e21a-4fbb-9c66-86aa459c4455,C000002,S2_breakdown_schedule,C000002_E01,MW02,2026-01-01T08:09:38,agent,production,investigate_cause,work,GetProcessParameters,ProductionAgent.parameters,OperationalCase,,,success,0,9c275f14-0422-4ecf-a56f-4bbaee3ee898
3061b7da-750a-4de9-a0bd-8933bc5aa813,C000002,S2_breakdown_schedule,C000002_E01,MW02,2026-01-01T08:10:00,human,specialist,coordinate_evidence,work,RequestSpecialistEvidence,RequestSpecialistEvidence,OperationalCase,,,success,0,ba7d5889-e21a-4fbb-9c66-86aa459c4455
d8a6c6e5-6300-4714-8e30-53aa905c1a7c,C000002,S2_breakdown_schedule,C000002_E01,MW02,2026-01-01T08:10:38,agent,maintenance,synthesize_evidence,outcome,BuildRootCauseEvidencePackage,BuildRootCauseEvidencePackage,OperationalCase,,,success,0,3061b7da-750a-4de9-a0bd-8933bc5aa813
5d4ef1fd-5671-4f52-8f7a-d66d28fe4ef6,C000002,S2_breakdown_schedule,C000002_E02,MW04,2026-01-01T08:11:01,agent,production,assess_production_impact,work,IdentifyAffectedResource,IdentifyAffectedResource,OperationalCase,,,success,0,d8a6c6e5-6300-4714-8e30-53aa905c1a7c
a0749e08-fc8d-4ffe-a48e-963a15138201,C000002,S2_breakdown_schedule,C000002_E02,MW04,2026-01-01T08:11:53,agent,production,assess_production_impact,work,RetrieveActiveOrders,SAP.productionOrders,ProductionOrder,,,success,0,5d4ef1fd-5671-4f52-8f7a-d66d28fe4ef6
f6958830-1cc1-4795-922b-150e3028a1ba,C000002,S2_breakdown_schedule,C000002_E02,MW04,2026-01-01T08:12:17,human,specialist,assess_production_impact,work,RetrieveSchedule,APS.schedule,ProductionOrder,,,success,0,a0749e08-fc8d-4ffe-a48e-963a15138201
6ac00173-1bcc-4b7e-b5e0-1357e9cc4cbc,C000002,S2_breakdown_schedule,C000002_E02,MW04,2026-01-01T08:13:09,agent,planning,assess_production_impact,work,EvaluateCapacityLoss,MES.capacity,Machine,,,success,0,f6958830-1cc1-4795-922b-150e3028a1ba
5f5a16da-57bf-48db-a3c3-31068227e11f,C000002,S2_breakdown_schedule,C000002_E02,MW04,2026-01-01T08:13:44,agent,planning,assess_production_impact,outcome,IdentifyAffectedOrders,IdentifyAffectedOrders,ProductionOrder,,,success,0,6ac00173-1bcc-4b7e-b5e0-1357e9cc4cbc
93bac8e8-3213-4175-b73d-9f1ea7ced064,C000002,S2_breakdown_schedule,C000002_E03,MW06,2026-01-01T08:14:40,agent,production,design_recovery,work,GenerateRecoveryOptions,GenerateRecoveryOptions,OperationalCase,,,success,0,5f5a16da-57bf-48db-a3c3-31068227e11f
1b68b07f-c10e-4ba2-a338-a50f4ba9932f,C000002,S2_breakdown_schedule,C000002_E03,MW06,2026-01-01T08:15:23,agent,planning,design_recovery,work,CheckAlternateCapacity,APS.altCapacity,Machine,,,success,0,93bac8e8-3213-4175-b73d-9f1ea7ced064
97f6bbdf-70c6-4c31-9546-e3e690941b64,C000002,S2_breakdown_schedule,C000002_E03,MW06,2026-01-01T08:15:39,agent,planning,design_recovery,work,EvaluateRecoveryTradeoffs,EvaluateRecoveryTradeoffs,OperationalCase,,,success,0,1b68b07f-c10e-4ba2-a338-a50f4ba9932f
4e2577d3-1264-4e50-a7c4-335c949b2b5d,C000002,S2_breakdown_schedule,C000002_E03,MW06,2026-01-01T08:16:00,agent,production,design_recovery,outcome,RecommendRecoveryPlan,RecommendRecoveryPlan,OperationalCase,,,success,0,97f6bbdf-70c6-4c31-9546-e3e690941b64
ba90c671-504e-4763-8627-19dfcbe51ddb,C000002,S2_breakdown_schedule,C000002_E04,MW07,2026-01-01T08:16:53,agent,production,request_approval,work,SubmitRecoveryProposal,SubmitRecoveryProposal,OperationalCase,,,success,0,4e2577d3-1264-4e50-a7c4-335c949b2b5d
b32046d5-91eb-4401-bbc4-4cb7ce599723,C000002,S2_breakdown_schedule,C000002_E04,MW07,2026-01-01T08:17:47,human,supervisor,review_proposal,work,ReviewRecoveryProposal,ReviewRecoveryProposal,OperationalCase,,,success,0,ba90c671-504e-4763-8627-19dfcbe51ddb
8be0ad22-ffa1-4240-8874-27ee2ba662e7,C000002,S2_breakdown_schedule,C000002_E04,MW07,2026-01-01T08:18:41,human,supervisor,decide_approval,work,ResolveApprovalDecision,ResolveApprovalDecision,OperationalCase,,,success,0,b32046d5-91eb-4401-bbc4-4cb7ce599723
ded524ef-4fa1-4d21-b774-fed823ec7eba,C000002,S2_breakdown_schedule,C000002_E04,MW07,2026-01-01T08:19:08,agent,production,finalize_approval,outcome,PublishApprovedPlan,PublishApprovedPlan,OperationalCase,,,success,0,8be0ad22-ffa1-4240-8874-27ee2ba662e7
af198617-930e-41dc-a42f-fd9bd50316ac,C000002,S2_breakdown_schedule,C000002_E05,MW08,2026-01-01T08:19:23,human,specialist,execute_recovery,work,ExecuteRecoveryAction,ProductionAgent.executePlan,OperationalCase,,,failed,0,ded524ef-4fa1-4d21-b774-fed823ec7eba
da6d81f8-9ac2-4c75-a1d1-8ae3c5ddbaa5,C000002,S2_breakdown_schedule,C000002_E05,MW08,2026-01-01T08:19:41,human,specialist,execute_recovery,work,ExecuteRecoveryAction,APS.publishSchedule,OperationalCase,,,success,1,af198617-930e-41dc-a42f-fd9bd50316ac
f3b2761e-a430-43c2-95c4-e3fb7e827c19,C000002,S2_breakdown_schedule,C000002_E05,MW08,2026-01-01T08:20:30,agent,production,verify_recovery,work,MonitorProductionState,MonitorProductionState,OperationalCase,,,success,0,da6d81f8-9ac2-4c75-a1d1-8ae3c5ddbaa5
2ba7344f-b275-4f0b-8bcc-6ccfb908765c,C000002,S2_breakdown_schedule,C000002_E05,MW08,2026-01-01T08:20:47,agent,production,verify_recovery,work,VerifyRecoveryOutcome,VerifyRecoveryOutcome,OperationalCase,,,success,0,f3b2761e-a430-43c2-95c4-e3fb7e827c19
e798d90e-d9b8-4ba6-a7a6-28802e54b13d,C000002,S2_breakdown_schedule,C000002_E05,MW08,2026-01-01T08:21:16,agent,production,close_case,outcome,CloseOperationalEpisode,CloseOperationalEpisode,OperationalCase,,,success,0,2ba7344f-b275-4f0b-8bcc-6ccfb908765c
58196293-4c31-4402-941f-312da94affd1,C000003,S5_complex_cross_functional,C000003_E00,MW01,2026-01-01T08:09:00,agent,production,understand_abnormality,trigger,ReceiveAbnormalityEvent,ReceiveAbnormalityEvent,OperationalCase,,,success,0,
308271dc-2766-4059-a901-eaace1465cc9,C000003,S5_complex_cross_functional,C000003_E00,MW01,2026-01-01T08:09:11,agent,production,collect_context,work,GetMachineStatus,SCADA.readMachine,Machine,,,success,0,58196293-4c31-4402-941f-312da94affd1
9f648812-a422-4e21-a80c-55582b6ddf90,C000003,S5_complex_cross_functional,C000003_E00,MW01,2026-01-01T08:09:36,human,specialist,collect_context,work,GetCurrentProductionOrder,SAP.readProductionOrder,ProductionOrder,,,success,0,308271dc-2766-4059-a901-eaace1465cc9
d0ca73fb-92e9-4449-ae44-9764ee0ccaeb,C000003,S5_complex_cross_functional,C000003_E00,MW01,2026-01-01T08:10:28,agent,maintenance,collect_context,work,GetRecentAlarm,AlarmAgent.lookup,Machine,,,success,0,9f648812-a422-4e21-a80c-55582b6ddf90
6179e1a9-ccac-4cfe-8086-7a16fd00cb4c,C000003,S5_complex_cross_functional,C000003_E00,MW01,2026-01-01T08:10:57,agent,production,synthesize_context,outcome,BuildOperationalContext,BuildOperationalContext,OperationalCase,,,success,0,d0ca73fb-92e9-4449-ae44-9764ee0ccaeb
3db8593f-86f9-4f69-a4c9-a9cd91fb4613,C000003,S5_complex_cross_functional,C000003_E01,MW02,2026-01-01T08:11:52,agent,maintenance,investigate_cause,work,GetAlarmHistory,SCADA.alarmHistory,Machine,,,success,0,6179e1a9-ccac-4cfe-8086-7a16fd00cb4c
